nom du projet,nom du site,nom de la plateforme,date de prélèvement,profondeur min (m),profondeur réelle observée (m),chl a (mg_m3),
Suivi des lacs,Léman,SHL2,01/06/2017,123.59,123.59,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,123.855,123.855,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,124.11,124.11,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,124.619,124.619,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,124.874,124.874,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,125.129,125.129,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,125.384,125.384,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,125.649,125.649,0.59,
Suivi des lacs,Léman,SHL2,01/06/2017,125.904,125.904,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,126.159,126.159,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,126.69,126.69,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,127.179,127.179,0.49,
Suivi des lacs,Léman,SHL2,01/06/2017,127.444,127.444,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,127.954,127.954,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,128.209,128.209,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,128.474,128.474,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,128.729,128.729,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,128.984,128.984,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,129.484,129.484,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,129.749,129.749,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,130.004,130.004,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,130.269,130.269,0.46,
Suivi des lacs,Léman,SHL2,01/06/2017,130.524,130.524,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,130.779,130.779,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,131.034,131.034,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,131.564,131.564,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,132.063,132.063,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,132.563,132.563,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,132.818,132.818,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,133.083,133.083,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,133.583,133.583,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,133.848,133.848,0.43,
Suivi des lacs,Léman,SHL2,01/06/2017,134.348,134.348,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,134.603,134.603,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,134.857,134.857,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,135.133,135.133,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,135.398,135.398,0.49,
Suivi des lacs,Léman,SHL2,01/06/2017,135.887,135.887,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,136.173,136.173,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,136.662,136.662,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,136.917,136.917,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,137.182,137.182,0.43,
Suivi des lacs,Léman,SHL2,01/06/2017,137.702,137.702,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,138.192,138.192,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,138.447,138.447,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,138.722,138.722,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,138.987,138.987,0.59,
Suivi des lacs,Léman,SHL2,01/06/2017,139.467,139.467,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,139.762,139.762,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,140.242,140.242,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,140.496,140.496,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,140.762,140.762,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,141.017,141.017,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,141.282,141.282,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,141.792,141.792,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,142.291,142.291,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,142.556,142.556,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,142.811,142.811,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,143.311,143.311,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,143.596,143.596,0.56,
Suivi des lacs,Léman,SHL2,01/06/2017,144.096,144.096,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,144.626,144.626,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,145.126,145.126,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,145.381,145.381,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,145.901,145.901,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,146.38,146.38,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,146.656,146.656,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,147.176,147.176,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,147.685,147.685,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,148.195,148.195,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,148.705,148.705,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,148.96,148.96,0.46,
Suivi des lacs,Léman,SHL2,01/06/2017,149.215,149.215,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,149.49,149.49,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,149.99,149.99,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,150.245,150.245,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,150.5,150.5,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,151.01,151.01,0.8,
Suivi des lacs,Léman,SHL2,01/06/2017,151.265,151.265,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,151.775,151.775,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,152.029,152.029,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,152.284,152.284,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,152.794,152.794,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,153.049,153.049,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,153.304,153.304,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,153.579,153.579,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,154.069,154.069,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,154.324,154.324,0.65,
Suivi des lacs,Léman,SHL2,01/06/2017,154.579,154.579,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,154.834,154.834,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,155.119,155.119,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,155.609,155.609,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,155.864,155.864,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,156.129,156.129,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,156.384,156.384,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,156.883,156.883,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,157.159,157.159,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,157.658,157.658,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,157.923,157.923,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,158.423,158.423,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,158.698,158.698,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,159.198,159.198,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,159.463,159.463,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,159.718,159.718,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,159.973,159.973,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,160.473,160.473,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,160.728,160.728,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,160.983,160.983,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,161.248,161.248,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,161.513,161.513,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,161.768,161.768,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,162.267,162.267,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,162.533,162.533,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,162.787,162.787,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,163.053,163.053,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,163.318,163.318,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,163.817,163.817,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,164.327,164.327,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,164.837,164.837,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,165.112,165.112,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,165.592,165.592,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,165.867,165.867,0.8,
Suivi des lacs,Léman,SHL2,01/06/2017,166.387,166.387,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,166.877,166.877,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,167.131,167.131,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,167.386,167.386,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,167.662,167.662,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,168.161,168.161,1.39,
Suivi des lacs,Léman,SHL2,01/06/2017,168.671,168.671,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,168.926,168.926,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,169.181,169.181,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,169.456,169.456,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,169.956,169.956,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,170.211,170.211,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,170.731,170.731,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,171.231,171.231,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,171.486,171.486,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,171.751,171.751,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,172.026,172.026,0.43,
Suivi des lacs,Léman,SHL2,01/06/2017,172.291,172.291,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,172.801,172.801,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,173.28,173.28,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,173.545,173.545,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,173.811,173.811,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,174.076,174.076,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,174.575,174.575,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,174.83,174.83,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,175.34,175.34,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,175.84,175.84,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,176.095,176.095,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,176.36,176.36,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,176.87,176.87,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,177.135,177.135,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,177.645,177.645,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,178.165,178.165,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,178.654,178.654,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,178.909,178.909,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,179.195,179.195,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,179.684,179.684,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,180.194,180.194,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,180.449,180.449,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,180.734,180.734,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,181.234,181.234,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,181.734,181.734,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,182.254,182.254,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,182.774,182.774,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,183.263,183.263,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,183.518,183.518,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,183.773,183.773,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,184.038,184.038,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,184.314,184.314,1.11,
Suivi des lacs,Léman,SHL2,01/06/2017,184.803,184.803,0.46,
Suivi des lacs,Léman,SHL2,01/06/2017,185.058,185.058,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,185.333,185.333,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,185.874,185.874,0.43,
Suivi des lacs,Léman,SHL2,01/06/2017,186.343,186.343,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,186.598,186.598,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,186.863,186.863,0.56,
Suivi des lacs,Léman,SHL2,01/06/2017,187.128,187.128,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,187.628,187.628,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,188.127,188.127,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,188.382,188.382,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,188.658,188.658,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,188.913,188.913,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,189.412,189.412,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,189.667,189.667,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,189.932,189.932,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,190.187,190.187,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,190.687,190.687,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,190.952,190.952,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,191.452,191.452,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,191.737,191.737,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,192.227,192.227,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,192.747,192.747,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,193.002,193.002,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,193.512,193.512,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,194.021,194.021,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,194.297,194.297,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,194.786,194.786,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,195.051,195.051,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,195.316,195.316,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,195.806,195.806,0.86,
Suivi des lacs,Léman,SHL2,01/06/2017,196.071,196.071,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,196.326,196.326,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,196.836,196.836,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,197.366,197.366,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,197.876,197.876,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,198.141,198.141,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,198.63,198.63,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,199.13,199.13,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,199.405,199.405,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,199.895,199.895,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,200.191,200.191,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,200.67,200.67,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,200.925,200.925,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,201.2,201.2,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,201.455,201.455,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,201.955,201.955,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,202.22,202.22,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,202.74,202.74,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,203.26,203.26,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,203.749,203.749,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,204.259,204.259,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,204.514,204.514,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,204.779,204.779,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,205.279,205.279,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,205.544,205.544,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,205.799,205.799,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,206.054,206.054,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,206.584,206.584,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,206.849,206.849,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,207.329,207.329,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,207.584,207.584,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,207.839,207.839,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,208.093,208.093,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,208.348,208.348,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,208.634,208.634,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,209.123,209.123,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,209.388,209.388,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,209.654,209.654,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,210.143,210.143,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,210.663,210.663,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,211.183,211.183,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,211.683,211.683,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,212.183,212.183,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,212.437,212.437,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,212.713,212.713,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,213.233,213.233,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,213.498,213.498,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,213.987,213.987,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,214.242,214.242,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,214.497,214.497,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,215.007,215.007,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,215.272,215.272,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,215.548,215.548,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,216.037,216.037,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,216.292,216.292,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,216.547,216.547,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,217.047,217.047,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,217.342,217.342,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,217.822,217.822,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,218.076,218.076,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,218.352,218.352,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,218.841,218.841,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,219.096,219.096,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,219.372,219.372,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,219.861,219.861,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,220.136,220.136,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,220.626,220.626,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,220.891,220.891,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,221.146,221.146,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,221.401,221.401,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,221.666,221.666,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,222.166,222.166,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,222.42,222.42,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,222.706,222.706,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,223.185,223.185,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,223.44,223.44,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,223.715,223.715,0.56,
Suivi des lacs,Léman,SHL2,01/06/2017,224.215,224.215,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,224.47,224.47,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,224.725,224.725,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,224.98,224.98,0.34,
Suivi des lacs,Léman,SHL2,01/06/2017,225.265,225.265,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,225.765,225.765,0.4,
Suivi des lacs,Léman,SHL2,01/06/2017,226.255,226.255,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,226.51,226.51,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,226.795,226.795,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,227.284,227.284,0.49,
Suivi des lacs,Léman,SHL2,01/06/2017,227.539,227.539,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,227.805,227.805,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,228.059,228.059,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,228.314,228.314,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,228.59,228.59,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,229.079,229.079,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,229.344,229.344,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,229.854,229.854,1.08,
Suivi des lacs,Léman,SHL2,01/06/2017,230.374,230.374,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,230.854,230.854,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,231.129,231.129,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,231.628,231.628,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,231.883,231.883,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,232.138,232.138,2.01,
Suivi des lacs,Léman,SHL2,01/06/2017,232.403,232.403,0.62,
Suivi des lacs,Léman,SHL2,01/06/2017,232.944,232.944,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,233.433,233.433,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,233.688,233.688,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,234.208,234.208,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,234.708,234.708,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,234.963,234.963,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,235.228,235.228,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,235.483,235.483,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,235.993,235.993,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,236.482,236.482,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,236.747,236.747,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,237.013,237.013,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,237.278,237.278,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,237.533,237.533,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,238.022,238.022,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,238.277,238.277,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,238.532,238.532,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,238.797,238.797,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,239.317,239.317,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,239.827,239.827,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,240.102,240.102,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,240.357,240.357,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,240.867,240.867,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,241.357,241.357,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,241.877,241.877,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,242.142,242.142,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,242.621,242.621,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,242.896,242.896,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,243.396,243.396,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,243.651,243.651,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,244.161,244.161,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,244.416,244.416,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,244.671,244.671,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,244.926,244.926,0.37,
Suivi des lacs,Léman,SHL2,01/06/2017,245.181,245.181,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,245.446,245.446,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,245.711,245.711,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,245.976,245.976,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,246.465,246.465,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,246.741,246.741,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,246.996,246.996,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,247.251,247.251,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,247.74,247.74,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,247.995,247.995,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,248.26,248.26,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,248.77,248.77,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,249.28,249.28,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,249.545,249.545,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,250.034,250.034,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,250.31,250.31,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,250.84,250.84,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,251.329,251.329,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,251.595,251.595,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,252.125,252.125,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,252.614,252.614,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,252.869,252.869,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,253.359,253.359,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,253.614,253.614,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,253.879,253.879,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,254.144,254.144,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,254.654,254.654,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,255.153,255.153,0.06,
