nom du projet,nom du site,nom de la plateforme,date de prélèvement,profondeur min (m),profondeur réelle observée (m),chl a (mg_m3),
Suivi des lacs,Léman,SHL2,01/06/2017,255.429,255.429,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,255.684,255.684,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,256.204,256.204,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,256.693,256.693,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,257.203,257.203,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,257.723,257.723,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,258.233,258.233,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,258.753,258.753,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,259.008,259.008,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,259.283,259.283,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,259.762,259.762,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,260.272,260.272,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,260.527,260.527,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,260.782,260.782,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,261.057,261.057,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,261.323,261.323,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,261.812,261.812,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,262.067,262.067,2.38,
Suivi des lacs,Léman,SHL2,01/06/2017,262.322,262.322,1.42,
Suivi des lacs,Léman,SHL2,01/06/2017,262.832,262.832,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,263.097,263.097,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,263.372,263.372,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,263.841,263.841,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,264.117,264.117,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,264.637,264.637,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,265.157,265.157,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,265.667,265.667,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,266.197,266.197,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,266.656,266.656,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,267.166,267.166,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,267.675,267.675,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,267.981,267.981,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,268.44,268.44,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,268.705,268.705,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,268.97,268.97,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,269.225,269.225,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,269.48,269.48,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,269.756,269.756,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,270.266,270.266,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,270.765,270.765,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,271.265,271.265,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,271.52,271.52,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,271.785,271.785,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,272.295,272.295,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,272.784,272.784,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,273.09,273.09,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,273.549,273.549,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,273.804,273.804,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,274.13,274.13,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,274.599,274.599,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,275.079,275.079,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,275.354,275.354,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,275.619,275.619,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,276.139,276.139,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,276.659,276.659,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,277.138,277.138,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,277.679,277.679,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,278.148,278.148,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,278.403,278.403,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,278.668,278.668,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,278.943,278.943,0.28,
Suivi des lacs,Léman,SHL2,01/06/2017,279.208,279.208,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,279.698,279.698,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,279.953,279.953,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,280.208,280.208,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,280.493,280.493,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,280.952,280.952,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,281.227,281.227,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,281.748,281.748,0.62,
Suivi des lacs,Léman,SHL2,01/06/2017,282.288,282.288,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,282.777,282.777,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,283.297,283.297,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,283.563,283.563,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,284.042,284.042,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,284.338,284.338,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,284.817,284.817,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,285.082,285.082,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,285.612,285.612,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,286.061,286.061,0.25,
Suivi des lacs,Léman,SHL2,01/06/2017,286.336,286.336,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,286.612,286.612,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,287.101,287.101,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,287.601,287.601,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,287.866,287.866,0.06,
Suivi des lacs,Léman,SHL2,01/06/2017,288.121,288.121,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,288.416,288.416,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,288.896,288.896,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,289.375,289.375,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,289.671,289.671,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,290.15,290.15,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,290.405,290.405,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,290.67,290.67,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,291.18,291.18,0.22,
Suivi des lacs,Léman,SHL2,01/06/2017,291.465,291.465,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,291.955,291.955,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,292.444,292.444,0.31,
Suivi des lacs,Léman,SHL2,01/06/2017,292.72,292.72,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,292.975,292.975,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,293.27,293.27,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,293.729,293.729,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,294.239,294.239,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,294.514,294.514,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,294.769,294.769,0.18,
Suivi des lacs,Léman,SHL2,01/06/2017,295.279,295.279,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,295.779,295.779,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,296.034,296.034,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,296.544,296.544,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,296.819,296.819,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,297.298,297.298,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,297.574,297.574,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,298.073,298.073,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,298.573,298.573,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,298.838,298.838,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,299.113,299.113,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,299.603,299.603,0.99,
Suivi des lacs,Léman,SHL2,01/06/2017,299.858,299.858,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,300.123,300.123,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,300.622,300.622,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,301.153,301.153,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,301.632,301.632,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,301.897,301.897,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,302.152,302.152,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,302.417,302.417,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,302.907,302.907,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,303.172,303.172,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,303.692,303.692,0.12,
Suivi des lacs,Léman,SHL2,01/06/2017,304.202,304.202,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,304.701,304.701,0.15,
Suivi des lacs,Léman,SHL2,01/06/2017,305.211,305.211,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,305.476,305.476,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,305.731,305.731,0.09,
Suivi des lacs,Léman,SHL2,01/06/2017,306.262,306.262,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,0.286,0.286,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,0.765,0.765,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,1.02,1.02,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,1.519,1.519,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,2.029,2.029,0.59,
Suivi des lacs,Léman,SHL2,20/06/2017,2.284,2.284,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,2.559,2.559,0.74,
Suivi des lacs,Léman,SHL2,20/06/2017,2.814,2.814,0.74,
Suivi des lacs,Léman,SHL2,20/06/2017,3.324,3.324,0.62,
Suivi des lacs,Léman,SHL2,20/06/2017,3.844,3.844,0.77,
Suivi des lacs,Léman,SHL2,20/06/2017,4.324,4.324,0.77,
Suivi des lacs,Léman,SHL2,20/06/2017,4.589,4.589,0.89,
Suivi des lacs,Léman,SHL2,20/06/2017,5.129,5.129,0.86,
Suivi des lacs,Léman,SHL2,20/06/2017,5.384,5.384,0.89,
Suivi des lacs,Léman,SHL2,20/06/2017,5.884,5.884,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,6.404,6.404,0.86,
Suivi des lacs,Léman,SHL2,20/06/2017,6.893,6.893,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,7.148,7.148,0.96,
Suivi des lacs,Léman,SHL2,20/06/2017,7.658,7.658,0.99,
Suivi des lacs,Léman,SHL2,20/06/2017,7.913,7.913,1.08,
Suivi des lacs,Léman,SHL2,20/06/2017,8.168,8.168,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,8.423,8.423,1.05,
Suivi des lacs,Léman,SHL2,20/06/2017,8.678,8.678,1.14,
Suivi des lacs,Léman,SHL2,20/06/2017,8.933,8.933,1.3,
Suivi des lacs,Léman,SHL2,20/06/2017,9.218,9.218,1.27,
Suivi des lacs,Léman,SHL2,20/06/2017,9.708,9.708,1.48,
Suivi des lacs,Léman,SHL2,20/06/2017,10.228,10.228,1.51,
Suivi des lacs,Léman,SHL2,20/06/2017,10.727,10.727,1.79,
Suivi des lacs,Léman,SHL2,20/06/2017,10.993,10.993,1.76,
Suivi des lacs,Léman,SHL2,20/06/2017,11.247,11.247,1.7,
Suivi des lacs,Léman,SHL2,20/06/2017,11.757,11.757,2.07,
Suivi des lacs,Léman,SHL2,20/06/2017,12.257,12.257,2.13,
Suivi des lacs,Léman,SHL2,20/06/2017,12.512,12.512,1.54,
Suivi des lacs,Léman,SHL2,20/06/2017,12.767,12.767,1.54,
Suivi des lacs,Léman,SHL2,20/06/2017,13.032,13.032,2.01,
Suivi des lacs,Léman,SHL2,20/06/2017,13.542,13.542,1.88,
Suivi des lacs,Léman,SHL2,20/06/2017,13.807,13.807,2.04,
Suivi des lacs,Léman,SHL2,20/06/2017,14.072,14.072,2.28,
Suivi des lacs,Léman,SHL2,20/06/2017,14.572,14.572,2.35,
Suivi des lacs,Léman,SHL2,20/06/2017,14.827,14.827,2.16,
Suivi des lacs,Léman,SHL2,20/06/2017,15.347,15.347,2.87,
Suivi des lacs,Léman,SHL2,20/06/2017,15.836,15.836,3.02,
Suivi des lacs,Léman,SHL2,20/06/2017,16.112,16.112,2.93,
Suivi des lacs,Léman,SHL2,20/06/2017,16.387,16.387,3.02,
Suivi des lacs,Léman,SHL2,20/06/2017,16.866,16.866,2.9,
Suivi des lacs,Léman,SHL2,20/06/2017,17.121,17.121,3.46,
Suivi des lacs,Léman,SHL2,20/06/2017,17.376,17.376,3.8,
Suivi des lacs,Léman,SHL2,20/06/2017,17.641,17.641,3.73,
Suivi des lacs,Léman,SHL2,20/06/2017,18.141,18.141,3.64,
Suivi des lacs,Léman,SHL2,20/06/2017,18.416,18.416,3.92,
Suivi des lacs,Léman,SHL2,20/06/2017,18.681,18.681,3.89,
Suivi des lacs,Léman,SHL2,20/06/2017,19.171,19.171,4.17,
Suivi des lacs,Léman,SHL2,20/06/2017,19.681,19.681,4.57,
Suivi des lacs,Léman,SHL2,20/06/2017,19.935,19.935,4.78,
Suivi des lacs,Léman,SHL2,20/06/2017,20.19,20.19,5.9,
Suivi des lacs,Léman,SHL2,20/06/2017,20.445,20.445,5.83,
Suivi des lacs,Léman,SHL2,20/06/2017,20.7,20.7,4.85,
Suivi des lacs,Léman,SHL2,20/06/2017,20.965,20.965,6.11,
Suivi des lacs,Léman,SHL2,20/06/2017,21.22,21.22,6.98,
Suivi des lacs,Léman,SHL2,20/06/2017,21.475,21.475,7.22,
Suivi des lacs,Léman,SHL2,20/06/2017,21.74,21.74,8.27,
Suivi des lacs,Léman,SHL2,20/06/2017,22.26,22.26,8.21,
Suivi des lacs,Léman,SHL2,20/06/2017,22.791,22.791,8.7,
Suivi des lacs,Léman,SHL2,20/06/2017,23.28,23.28,7.66,
Suivi des lacs,Léman,SHL2,20/06/2017,23.535,23.535,6.48,
Suivi des lacs,Léman,SHL2,20/06/2017,24.055,24.055,5.25,
Suivi des lacs,Léman,SHL2,20/06/2017,24.545,24.545,5.25,
Suivi des lacs,Léman,SHL2,20/06/2017,24.82,24.82,4.91,
Suivi des lacs,Léman,SHL2,20/06/2017,25.299,25.299,4.41,
Suivi des lacs,Léman,SHL2,20/06/2017,25.574,25.574,4.85,
Suivi des lacs,Léman,SHL2,20/06/2017,26.084,26.084,4.94,
Suivi des lacs,Léman,SHL2,20/06/2017,26.339,26.339,3.58,
Suivi des lacs,Léman,SHL2,20/06/2017,26.839,26.839,3.7,
Suivi des lacs,Léman,SHL2,20/06/2017,27.094,27.094,3.73,
Suivi des lacs,Léman,SHL2,20/06/2017,27.349,27.349,4.07,
Suivi des lacs,Léman,SHL2,20/06/2017,27.624,27.624,3.61,
Suivi des lacs,Léman,SHL2,20/06/2017,27.879,27.879,3.77,
Suivi des lacs,Léman,SHL2,20/06/2017,28.154,28.154,3.4,
Suivi des lacs,Léman,SHL2,20/06/2017,28.644,28.644,3.36,
Suivi des lacs,Léman,SHL2,20/06/2017,28.899,28.899,3.58,
Suivi des lacs,Léman,SHL2,20/06/2017,29.164,29.164,3.58,
Suivi des lacs,Léman,SHL2,20/06/2017,29.674,29.674,2.81,
Suivi des lacs,Léman,SHL2,20/06/2017,30.184,30.184,3.24,
Suivi des lacs,Léman,SHL2,20/06/2017,30.683,30.683,3.06,
Suivi des lacs,Léman,SHL2,20/06/2017,30.938,30.938,2.75,
Suivi des lacs,Léman,SHL2,20/06/2017,31.203,31.203,3.12,
Suivi des lacs,Léman,SHL2,20/06/2017,31.458,31.458,3.92,
Suivi des lacs,Léman,SHL2,20/06/2017,31.723,31.723,3.09,
Suivi des lacs,Léman,SHL2,20/06/2017,32.233,32.233,2.65,
Suivi des lacs,Léman,SHL2,20/06/2017,32.743,32.743,2.47,
Suivi des lacs,Léman,SHL2,20/06/2017,33.243,33.243,2.84,
Suivi des lacs,Léman,SHL2,20/06/2017,33.508,33.508,2.22,
Suivi des lacs,Léman,SHL2,20/06/2017,33.773,33.773,2.16,
Suivi des lacs,Léman,SHL2,20/06/2017,34.262,34.262,2.56,
Suivi des lacs,Léman,SHL2,20/06/2017,34.517,34.517,1.85,
Suivi des lacs,Léman,SHL2,20/06/2017,34.793,34.793,2.44,
Suivi des lacs,Léman,SHL2,20/06/2017,35.282,35.282,2.35,
Suivi des lacs,Léman,SHL2,20/06/2017,35.547,35.547,1.85,
Suivi des lacs,Léman,SHL2,20/06/2017,36.088,36.088,1.73,
Suivi des lacs,Léman,SHL2,20/06/2017,36.567,36.567,1.3,
Suivi des lacs,Léman,SHL2,20/06/2017,36.832,36.832,1.91,
Suivi des lacs,Léman,SHL2,20/06/2017,37.352,37.352,1.57,
Suivi des lacs,Léman,SHL2,20/06/2017,37.842,37.842,1.42,
Suivi des lacs,Léman,SHL2,20/06/2017,38.107,38.107,1.54,
Suivi des lacs,Léman,SHL2,20/06/2017,38.362,38.362,1.23,
Suivi des lacs,Léman,SHL2,20/06/2017,38.627,38.627,1.48,
Suivi des lacs,Léman,SHL2,20/06/2017,39.127,39.127,1.11,
Suivi des lacs,Léman,SHL2,20/06/2017,39.381,39.381,1.48,
Suivi des lacs,Léman,SHL2,20/06/2017,39.677,39.677,1.79,
Suivi des lacs,Léman,SHL2,20/06/2017,40.146,40.146,1.23,
Suivi des lacs,Léman,SHL2,20/06/2017,40.452,40.452,1.2,
Suivi des lacs,Léman,SHL2,20/06/2017,40.921,40.921,0.99,
Suivi des lacs,Léman,SHL2,20/06/2017,41.176,41.176,1.27,
Suivi des lacs,Léman,SHL2,20/06/2017,41.431,41.431,1.14,
Suivi des lacs,Léman,SHL2,20/06/2017,41.686,41.686,1.11,
Suivi des lacs,Léman,SHL2,20/06/2017,41.951,41.951,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,42.451,42.451,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,42.716,42.716,0.86,
Suivi des lacs,Léman,SHL2,20/06/2017,42.991,42.991,0.83,
Suivi des lacs,Léman,SHL2,20/06/2017,43.47,43.47,1.2,
Suivi des lacs,Léman,SHL2,20/06/2017,43.736,43.736,0.89,
Suivi des lacs,Léman,SHL2,20/06/2017,43.991,43.991,0.96,
Suivi des lacs,Léman,SHL2,20/06/2017,44.256,44.256,1.05,
Suivi des lacs,Léman,SHL2,20/06/2017,44.531,44.531,0.86,
Suivi des lacs,Léman,SHL2,20/06/2017,45.02,45.02,1.3,
Suivi des lacs,Léman,SHL2,20/06/2017,45.53,45.53,1.2,
Suivi des lacs,Léman,SHL2,20/06/2017,46.04,46.04,1.11,
Suivi des lacs,Léman,SHL2,20/06/2017,46.56,46.56,0.74,
Suivi des lacs,Léman,SHL2,20/06/2017,47.06,47.06,1.02,
Suivi des lacs,Léman,SHL2,20/06/2017,47.315,47.315,0.71,
Suivi des lacs,Léman,SHL2,20/06/2017,47.57,47.57,0.71,
Suivi des lacs,Léman,SHL2,20/06/2017,47.835,47.835,0.8,
Suivi des lacs,Léman,SHL2,20/06/2017,48.09,48.09,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,48.6,48.6,0.65,
Suivi des lacs,Léman,SHL2,20/06/2017,49.11,49.11,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,49.375,49.375,0.52,
Suivi des lacs,Léman,SHL2,20/06/2017,49.63,49.63,0.56,
Suivi des lacs,Léman,SHL2,20/06/2017,50.129,50.129,0.56,
Suivi des lacs,Léman,SHL2,20/06/2017,50.405,50.405,0.62,
Suivi des lacs,Léman,SHL2,20/06/2017,50.904,50.904,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,51.18,51.18,0.71,
Suivi des lacs,Léman,SHL2,20/06/2017,51.689,51.689,0.62,
Suivi des lacs,Léman,SHL2,20/06/2017,51.944,51.944,0.65,
Suivi des lacs,Léman,SHL2,20/06/2017,52.199,52.199,0.96,
Suivi des lacs,Léman,SHL2,20/06/2017,52.699,52.699,0.65,
Suivi des lacs,Léman,SHL2,20/06/2017,52.954,52.954,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,53.229,53.229,0.49,
Suivi des lacs,Léman,SHL2,20/06/2017,53.739,53.739,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,54.249,54.249,0.52,
Suivi des lacs,Léman,SHL2,20/06/2017,54.749,54.749,0.46,
Suivi des lacs,Léman,SHL2,20/06/2017,55.003,55.003,0.62,
Suivi des lacs,Léman,SHL2,20/06/2017,55.269,55.269,0.71,
Suivi des lacs,Léman,SHL2,20/06/2017,55.778,55.778,0.52,
Suivi des lacs,Léman,SHL2,20/06/2017,56.278,56.278,0.68,
Suivi des lacs,Léman,SHL2,20/06/2017,56.553,56.553,0.4,
Suivi des lacs,Léman,SHL2,20/06/2017,57.043,57.043,0.52,
Suivi des lacs,Léman,SHL2,20/06/2017,57.339,57.339,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,57.808,57.808,0.59,
Suivi des lacs,Léman,SHL2,20/06/2017,58.083,58.083,0.56,
Suivi des lacs,Léman,SHL2,20/06/2017,58.603,58.603,0.4,
Suivi des lacs,Léman,SHL2,20/06/2017,59.103,59.103,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,59.358,59.358,0.46,
Suivi des lacs,Léman,SHL2,20/06/2017,59.888,59.888,0.52,
Suivi des lacs,Léman,SHL2,20/06/2017,60.367,60.367,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,60.632,60.632,0.37,
Suivi des lacs,Léman,SHL2,20/06/2017,61.163,61.163,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,61.672,61.672,0.4,
Suivi des lacs,Léman,SHL2,20/06/2017,62.182,62.182,0.37,
Suivi des lacs,Léman,SHL2,20/06/2017,62.692,62.692,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,63.202,63.202,0.31,
Suivi des lacs,Léman,SHL2,20/06/2017,63.457,63.457,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,63.967,63.967,0.31,
Suivi des lacs,Léman,SHL2,20/06/2017,64.222,64.222,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,64.742,64.742,0.28,
Suivi des lacs,Léman,SHL2,20/06/2017,65.007,65.007,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,65.517,65.517,0.28,
Suivi des lacs,Léman,SHL2,20/06/2017,66.016,66.016,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,66.271,66.271,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,66.771,66.771,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,67.036,67.036,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,67.301,67.301,0.34,
Suivi des lacs,Léman,SHL2,20/06/2017,67.801,67.801,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,68.056,68.056,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,68.576,68.576,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,69.076,69.076,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,69.33,69.33,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,69.596,69.596,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,69.871,69.871,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,70.36,70.36,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,70.626,70.626,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,70.88,70.88,0.43,
Suivi des lacs,Léman,SHL2,20/06/2017,71.38,71.38,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,71.655,71.655,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,72.165,72.165,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,72.665,72.665,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,72.92,72.92,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,73.175,73.175,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,73.44,73.44,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,73.715,73.715,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,74.205,74.205,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,74.725,74.725,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,75.245,75.245,0.4,
Suivi des lacs,Léman,SHL2,20/06/2017,75.765,75.765,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,76.02,76.02,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,76.509,76.509,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,76.774,76.774,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,77.284,77.284,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,77.794,77.794,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,78.059,78.059,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,78.569,78.569,0.22,
Suivi des lacs,Léman,SHL2,20/06/2017,78.844,78.844,0.25,
Suivi des lacs,Léman,SHL2,20/06/2017,79.314,79.314,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,79.589,79.589,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,80.088,80.088,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,80.343,80.343,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,80.609,80.609,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,81.118,81.118,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,81.628,81.628,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,81.883,81.883,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,82.159,82.159,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,82.658,82.658,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,82.913,82.913,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,83.178,83.178,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,83.678,83.678,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,83.933,83.933,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,84.188,84.188,0.09,
Suivi des lacs,Léman,SHL2,20/06/2017,84.443,84.443,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,84.708,84.708,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,84.963,84.963,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,85.218,85.218,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,85.728,85.728,0.18,
Suivi des lacs,Léman,SHL2,20/06/2017,85.982,85.982,0.12,
Suivi des lacs,Léman,SHL2,20/06/2017,86.237,86.237,0.15,
Suivi des lacs,Léman,SHL2,20/06/2017,86.503,86.503,0.15,
