"";"date";"profondeur";"Chl_a";"par";"Turbidite"
"61339";2020-09-09;91.887;0.03;0;0.49
"61340";2020-09-09;92.152;0.0391200000000001;0;0.49
"61341";2020-09-09;92.427;0.0556200000000004;0;0.49
"61342";2020-09-09;92.651;0.0509400000000002;0;0.46
"61343";2020-09-09;92.886;0.0368400000000003;0;0.46
"61344";2020-09-09;93.141;0.0441000000000007;0;0.46
"61345";2020-09-09;93.406;0.0536399999999995;0;0.59
"61346";2020-09-09;93.661;0.0383399999999997;0;0.52
"61347";2020-09-09;93.906;0.03;0;0.62
"61348";2020-09-09;94.181;0.03;0;0.59
"61349";2020-09-09;94.416;0.03696;0;0.62
"61350";2020-09-09;94.691;0.0534600000000003;0;0.46
"61351";2020-09-09;94.936;0.06;0;0.43
"61352";2020-09-09;95.211;0.06;0;0.49
"61353";2020-09-09;95.466;0.0434000000000002;0;0.46
"61354";2020-09-09;95.7;0.0450000000000011;0;0.46
"61355";2020-09-09;95.955;0.0444999999999997;0;0.46
"61356";2020-09-09;96.22;0.0444000000000005;0;0.46
"61357";2020-09-09;96.465;0.0738000000000011;0;0.56
"61358";2020-09-09;96.74;0.0731999999999999;0;0.46
"61359";2020-09-09;96.995;0.0425999999999988;0;0.49
"61360";2020-09-09;97.24;0.0439999999999995;0;0.56
"61361";2020-09-09;97.505;0.0442500000000006;0;0.56
"61362";2020-09-09;97.77;0.0469999999999995;0;0.59
"61363";2020-09-09;98.025;0.0412499999999989;0;0.52
"61364";2020-09-09;98.27;0.03;0;0.59
"61365";2020-09-09;98.525;0.03;0;0.56
"61366";2020-09-09;98.78;0.048;0;0.43
"61367";2020-09-09;99.045;0.06;0;0.43
"61368";2020-09-09;99.31;0.06;0;0.46
"61369";2020-09-09;99.545;0.0455000000000003;0;0.62
"61370";2020-09-09;99.8;0.0359999999999997;0;0.56
"61371";2020-09-09;100.065;0.0518999999999997;0;0.46
"61372";2020-09-09;100.33;0.06;0;0.46
"61373";2020-09-09;100.575;0.0425000000000001;0;0.46
"61374";2020-09-09;100.85;0.0524999999999984;0;0.46
"61375";2020-09-09;101.084;1.23518115942029;0;0.49
"61376";2020-09-09;101.329;1.27689378757515;0;0.37
"61377";2020-09-09;101.594;1.33;0;0.43
"61378";2020-09-09;101.849;1.3;0;0.4
"61379";2020-09-09;102.104;1.82;0;0.52
"61380";2020-09-09;102.359;1.49283018867925;0;0.43
"61381";2020-09-09;102.624;1.3882;0;0.46
"61382";2020-09-09;102.869;1.3;0;0.37
"61383";2020-09-09;103.144;1.33;0;0.4
"61384";2020-09-09;103.379;1.34438775510204;0;0.34
"61385";2020-09-09;103.654;1.35320754716981;0;0.46
"61386";2020-09-09;103.899;1.27;0;0.65
"61387";2020-09-09;104.154;1.235;0;0.56
"61388";2020-09-09;104.409;1.2;0;0.52
"61389";2020-09-09;104.664;1.33;0;0.4
"61390";2020-09-09;104.939;0.428941176470592;0;0.52
"61391";2020-09-09;105.204;0.35677165354331;0;0.56
"61392";2020-09-09;105.439;0.388235294117644;0;0.56
"61393";2020-09-09;105.694;0.463235294117648;0;0.43
"61394";2020-09-09;105.959;0.470301886792452;0;0.43
"61395";2020-09-09;106.224;0.46;0;0.43
"61396";2020-09-09;106.489;0.438352941176471;0;0.49
"61397";2020-09-09;106.713;0.411640000000001;0;0.52
"61398";2020-09-09;106.978;0.379840000000001;0;0.46
"61399";2020-09-09;107.233;0.37;0;0.56
"61400";2020-09-09;107.488;0.425358490566037;0;0.49
"61401";2020-09-09;107.753;0.440823529411765;0;0.4
"61402";2020-09-09;108.019;0.409529411764705;0;0.46
"61403";2020-09-09;108.304;0.4;0;0.49
"61404";2020-09-09;108.539;0.380301886792452;0;0.37
"61405";2020-09-09;108.773;0.353811320754717;0;0.4
"61406";2020-09-09;109.038;0.3668125;0;0.49
"61407";2020-09-09;109.303;0.4165;0;0.46
"61408";2020-09-09;109.548;0.486618181818181;0;0.4
"61409";2020-09-09;109.793;0.469529411764705;0;0.37
"61410";2020-09-09;110.048;0.455235294117647;0;0.4
"61411";2020-09-09;110.343;0.507294117647058;0;0.34
"61412";2020-09-09;110.568;0.484000000000001;0;0.49
"61413";2020-09-09;110.823;0.424000000000001;0;0.4
"61414";2020-09-09;111.067;0.417423312883435;0;0.37
"61415";2020-09-09;111.322;0.448711656441718;0;0.56
"61416";2020-09-09;111.588;0.400905660377361;0;0.46
"61417";2020-09-09;111.842;0.40835294117647;0;0.43
"61418";2020-09-09;112.097;0.46835294117647;0;0.43
"61419";2020-09-09;112.342;0.436;0;0.56
"61420";2020-09-09;112.607;0.417781818181818;0;0.49
"61421";2020-09-09;112.862;0.446158192090395;0;0.37
"61422";2020-09-09;113.127;0.476101694915254;0;0.46
"61423";2020-09-09;113.392;0.471833688699361;0;0.43
"61424";2020-09-09;113.668;0.436524520255862;0;0.43
"61425";2020-09-09;113.902;0.450716981132076;0;0.46
"61426";2020-09-09;114.147;0.421647058823528;0;0.49
"61427";2020-09-09;114.392;0.435999999999999;0;0.49
"61428";2020-09-09;114.657;0.46;0;0.52
"61429";2020-09-09;114.932;0.46;0;0.46
"61430";2020-09-09;115.167;0.427622641509434;0;0.52
"61431";2020-09-09;115.422;0.416659707724425;0;0.59
"61432";2020-09-09;115.687;0.449853862212943;0;0.49
"61433";2020-09-09;115.952;0.481647058823529;0;0.52
"61434";2020-09-09;116.207;0.469169811320755;0;0.49
"61435";2020-09-09;116.452;0.477202797202797;0;0.4
"61436";2020-09-09;116.706;0.509290187891441;0;0.46
"61437";2020-09-09;116.961;0.546555323590814;0;0.49
"61438";2020-09-09;117.227;0.491764705882353;0;0.65
"61439";2020-09-09;117.481;0.398941176470592;0;0.46
"61440";2020-09-09;117.757;0.413924528301887;0;0.59
"61441";2020-09-09;118.032;0.406;0;0.49
"61442";2020-09-09;118.256;0.461058823529414;0;0.43
"61443";2020-09-09;118.491;0.462999999999999;0;0.4
"61444";2020-09-09;118.766;0.414470588235293;0;0.49
"61445";2020-09-09;119.021;0.524037735849058;0;0.56
"61446";2020-09-09;119.286;0.59;0;0.65
"61447";2020-09-09;119.552;0.499735849056598;0;0.46
"61448";2020-09-09;119.786;0.469367346938776;0;0.4
"61449";2020-09-09;120.031;0.484367346938776;0;0.37
"61450";2020-09-09;120.296;0.571781818181822;0;0.49
"61451";2020-09-09;120.571;0.554259999999999;0;0.4
"61452";2020-09-09;120.826;0.457360000000001;0;0.37
"61453";2020-09-09;121.081;0.545275590551183;0;0.52
"61454";2020-09-09;121.346;0.632173913043479;0;0.46
"61455";2020-09-09;121.571;0.579901960784314;0;0.34
"61456";2020-09-09;121.825;0.455392156862744;0;0.46
"61457";2020-09-09;122.111;0.410613496932515;0;0.43
"61458";2020-09-09;122.346;0.425030674846626;0;0.43
"61459";2020-09-09;122.6;0.491058823529408;0;0.34
"61460";2020-09-09;122.855;0.461245283018867;0;0.46
"61461";2020-09-09;123.141;0.452823529411765;0;0.31
"61462";2020-09-09;123.416;0.485176470588236;0;0.31
"61463";2020-09-09;123.63;0.452254545454546;0;0.43
"61464";2020-09-09;123.916;0.407469387755102;0;0.34
"61465";2020-09-09;124.15;0.378816326530611;0;0.37
"61466";2020-09-09;124.416;0.504036363636363;0;0.34
"61467";2020-09-09;124.65;0.568484288354899;0;0.68
"61468";2020-09-09;124.895;0.582070240295748;0;0.31
"61469";2020-09-09;125.201;0.522379912663757;0;0.34
"61470";2020-09-09;125.435;0.425305676855892;0;0.4
"61471";2020-09-09;125.67;0.417635135135135;0;0.34
"61472";2020-09-09;125.925;0.43;0;0.52
"61473";2020-09-09;126.19;0.43;0;0.37
"61474";2020-09-09;126.435;0.446690909090909;0;0.37
"61475";2020-09-09;126.7;0.489243353783231;0;0.43
"61476";2020-09-09;126.944;0.539141104294478;0;0.4
"61477";2020-09-09;127.22;0.474962406015038;0;0.43
"61478";2020-09-09;127.465;0.447320754716982;0;0.31
"61479";2020-09-09;127.74;0.469588235294118;0;0.28
"61480";2020-09-09;127.985;0.484;0;0.31
"61481";2020-09-09;128.26;0.431245283018871;0;0.46
"61482";2020-09-09;128.484;0.44823076923077;0;0.28
"61483";2020-09-09;128.77;0.552730769230769;0;0.31
"61484";2020-09-09;129.004;0.581901840490799;0;0.34
"61485";2020-09-09;129.259;0.566257668711657;0;0.28
"61486";2020-09-09;129.514;0.463999999999996;0;0.37
"61487";2020-09-09;129.769;0.390820000000001;0;0.31
"61488";2020-09-09;130.024;0.375520000000001;0;0.28
"61489";2020-09-09;130.32;0.441999999999994;0;0.31
"61490";2020-09-09;130.564;0.46;0;0.28
"61491";2020-09-09;130.809;0.501433962264151;0;0.46
"61492";2020-09-09;131.054;0.481647058823528;0;0.37
"61493";2020-09-09;131.309;0.421647058823532;0;0.37
"61494";2020-09-09;131.584;0.410785854616896;0;0.31
"61495";2020-09-09;131.839;0.425815324165029;0;0.34
"61496";2020-09-09;132.114;0.383984962406012;0;0.37
"61497";2020-09-09;132.329;0.460000000000003;0;0.62
"61498";2020-09-09;132.583;0.483446893787578;0;0.52
"61499";2020-09-09;132.849;0.419478957915836;0;0.43
"61500";2020-09-09;133.124;0.4;0;0.52
"61501";2020-09-09;133.348;0.494836363636368;0;0.31
"61502";2020-09-09;133.644;0.513999999999999;0;0.43
"61503";2020-09-09;133.868;0.458;0;0.37
"61504";2020-09-09;134.123;0.412125000000001;0;0.28
"61505";2020-09-09;134.378;0.380250000000002;0;0.28
"61506";2020-09-09;134.633;0.350415094339621;0;0.34
"61507";2020-09-09;134.908;0.439818181818176;0;0.31
"61508";2020-09-09;135.153;0.47126530612245;0;0.28
"61509";2020-09-09;135.398;0.44126530612245;0;0.28
"61510";2020-09-09;135.694;0.526436363636362;0;0.34
"61511";2020-09-09;135.908;0.522226415094342;0;0.31
"61512";2020-09-09;136.203;0.50038;0;0.31
"61513";2020-09-09;136.438;0.514479999999999;0;0.31
"61514";2020-09-09;136.683;0.503309090909092;0;0.31
"61515";2020-09-09;136.938;0.509436325678495;0;0.59
"61516";2020-09-09;137.213;0.549624217118998;0;0.34
"61517";2020-09-09;137.458;0.512235294117644;0;0.43
"61518";2020-09-09;137.723;0.446705882352939;0;0.37
"61519";2020-09-09;137.978;0.408352941176471;0;0.37
"61520";2020-09-09;138.223;0.363496503496502;0;0.34
"61521";2020-09-09;138.477;0.348711656441717;0;0.34
"61522";2020-09-09;138.743;0.365030674846625;0;0.31
"61523";2020-09-09;139.008;0.37;0;0.34
"61524";2020-09-09;139.252;0.404195804195806;0;0.34
"61525";2020-09-09;139.507;0.413113006396588;0;0.22
"61526";2020-09-09;139.762;0.38049040511727;0;0.25
"61527";2020-09-09;140.017;0.489527272727272;0;0.22
"61528";2020-09-09;140.293;0.450823529411759;0;0.34
"61529";2020-09-09;140.547;0.42076;0;0.31
"61530";2020-09-09;140.782;0.448960000000002;0;0.28
"61531";2020-09-09;141.068;0.599094339622646;0;0.37
"61532";2020-09-09;141.292;0.610220000000002;0;0.34
"61533";2020-09-09;141.608;0.528060000000002;0;0.37
"61534";2020-09-09;141.812;0.444509090909084;0;0.34
"61535";2020-09-09;142.057;0.383176470588236;0;0.28
"61536";2020-09-09;142.332;0.350823529411766;0;0.34
"61537";2020-09-09;142.587;0.379198396793583;0;0.34
"61538";2020-09-09;142.842;0.440521042084171;0;0.28
"61539";2020-09-09;143.107;0.46;0;0.31
"61540";2020-09-09;143.341;0.402470588235289;0;0.28
"61541";2020-09-09;143.627;0.461294117647068;0;0.31
"61542";2020-09-09;143.862;0.411207547169813;0;0.28
"61543";2020-09-09;144.157;0.37;0;0.37
"61544";2020-09-09;144.392;0.37;0;0.28
"61545";2020-09-09;144.647;0.38104;0;0.28
"61546";2020-09-09;144.881;0.39508;0;0.25
"61547";2020-09-09;145.146;0.36007272727273;0;0.25
"61548";2020-09-09;145.391;0.366999999999999;0;0.28
"61549";2020-09-09;145.677;0.417470588235294;0;0.34
"61550";2020-09-09;145.921;0.368941176470586;0;0.28
"61551";2020-09-09;146.156;0.34;0;0.25
"61552";2020-09-09;146.421;0.34;0;0.31
"61553";2020-09-09;146.676;0.320415094339624;0;0.34
"61554";2020-09-09;146.931;0.347615384615386;0;0.37
"61555";2020-09-09;147.216;0.413384615384615;0;0.28
"61556";2020-09-09;147.482;0.361529411764709;0;0.43
"61557";2020-09-09;147.747;0.460000000000007;0;0.28
"61558";2020-09-09;147.971;0.388235294117644;0;0.31
"61559";2020-09-09;148.257;0.34;0;0.25
"61560";2020-09-09;148.46;0.34;0;0.25
"61561";2020-09-09;148.726;0.330613496932516;0;0.28
"61562";2020-09-09;148.981;0.314969325153375;0;0.34
"61563";2020-09-09;149.266;0.376763636363635;0;0.28
"61564";2020-09-09;149.501;0.4;0;0.25
"61565";2020-09-09;149.745;0.4;0;0.25
"61566";2020-09-09;150.031;0.378037735849056;0;0.25
"61567";2020-09-09;150.265;0.312470588235299;0;0.25
"61568";2020-09-09;150.51;0.297999999999999;0;0.25
"61569";2020-09-09;150.785;0.289647058823529;0;0.19
"61570";2020-09-09;151.04;0.309942307692307;0;0.25
"61571";2020-09-09;151.316;0.357711538461539;0;0.31
"61572";2020-09-09;151.54;0.352000000000001;0;0.22
"61573";2020-09-09;151.846;0.412000000000004;0;0.25
"61574";2020-09-09;152.08;0.494588235294126;0;0.25
"61575";2020-09-09;152.305;0.510999999999999;0;0.28
"61576";2020-09-09;152.58;0.494823529411764;0;0.25
"61577";2020-09-09;152.855;0.353764705882362;0;0.34
"61578";2020-09-09;153.121;0.558000000000014;0;0.34
"61579";2020-09-09;153.355;0.530226415094348;0;0.28
"61580";2020-09-09;153.661;0.46364705882353;0;0.28
"61581";2020-09-09;153.855;0.440823529411766;0;0.28
"61582";2020-09-09;154.12;0.419599198396793;0;0.22
"61583";2020-09-09;154.354;0.405531062124248;0;0.22
"61584";2020-09-09;154.63;0.479999999999996;0;0.31
"61585";2020-09-09;154.874;0.510674846625768;0;0.22
"61586";2020-09-09;155.119;0.495644171779142;0;0.19
"61587";2020-09-09;155.425;0.368867924528296;0;0.22
"61588";2020-09-09;155.649;0.319647058823529;0;0.22
"61589";2020-09-09;155.915;0.38430769230769;0;0.22
"61590";2020-09-09;156.149;0.478807692307692;0;0.22
"61591";2020-09-09;156.424;0.509823529411764;0;0.31
"61592";2020-09-09;156.69;0.494176470588235;0;0.31
"61593";2020-09-09;156.934;0.395636363636365;0;0.31
"61594";2020-09-09;157.179;0.357510204081632;0;0.34
"61595";2020-09-09;157.424;0.387510204081632;0;0.31
"61596";2020-09-09;157.699;0.4;0;0.22
"61597";2020-09-09;157.934;0.4;0;0.28
"61598";2020-09-09;158.291;0.612028985507253;0;0.25
"61599";2020-09-09;158.454;0.565150943396219;0;0.25
"61600";2020-09-09;158.78;0.44828301886792;0;0.31
"61601";2020-09-09;159.035;0.417223382045929;0;0.25
"61602";2020-09-09;159.269;0.402567849686847;0;0.25
"61603";2020-09-09;159.494;0.335058823529412;0;0.25
"61604";2020-09-09;159.739;0.432823529411772;0;0.25
"61605";2020-09-09;159.983;0.451647058823526;0;0.37
"61606";2020-09-09;160.279;0.344405594405592;0;0.25
"61607";2020-09-09;160.534;0.372404809619236;0;0.28
"61608";2020-09-09;160.799;0.177735849056606;0;0.31
"61609";2020-09-09;161.023;0.154823529411764;0;0.31
"61610";2020-09-09;161.278;0.204472727272726;0;0.4
"61611";2020-09-09;161.574;0.325000000000006;0;0.31
"61612";2020-09-09;161.788;0.420617021276602;0;0.25
"61613";2020-09-09;162.033;0.209929824561411;0;0.31
"61614";2020-09-09;162.298;0.179812108559499;0;0.31
"61615";2020-09-09;162.553;0.217077244258871;0;0.34
"61616";2020-09-09;162.838;0.15;0;0.4
"61617";2020-09-09;163.093;0.164999999999999;0;0.43
"61618";2020-09-09;163.369;0.18;0;0.37
"61619";2020-09-09;163.573;0.18;0;0.43
"61620";2020-09-09;163.838;0.18;0;0.4
"61621";2020-09-09;164.103;0.152515337423311;0;0.46
"61622";2020-09-09;164.348;0.122453987730059;0;0.43
"61623";2020-09-09;164.613;0.30254901960785;0;0.37
"61624";2020-09-09;164.898;0.15;0;0.43
"61625";2020-09-09;165.112;0.15;0;0.37
"61626";2020-09-09;165.357;0.15;0;0.4
"61627";2020-09-09;165.622;0.15;0;0.46
"61628";2020-09-09;165.887;0.163439999999999;0;0.49
"61629";2020-09-09;166.163;0.18;0;0.43
"61630";2020-09-09;166.407;0.122588235294117;0;0.43
"61631";2020-09-09;166.642;0.12;0;0.46
"61632";2020-09-09;166.897;0.131877551020407;0;0.43
"61633";2020-09-09;167.162;0.148102040816326;0;0.49
"61634";2020-09-09;167.427;0.123509433962265;0;0.52
"61635";2020-09-09;167.713;0.583636363636346;0;0.49
"61636";2020-09-09;167.937;0.432609603340279;0;0.49
"61637";2020-09-09;168.182;0.207557411273488;0;0.52
"61638";2020-09-09;168.447;0.152352941176472;0;0.56
"61639";2020-09-09;168.702;0.0947058823529437;0;0.56
"61640";2020-09-09;168.947;0.116470588235294;0;0.56
"61641";2020-09-09;169.232;0.177735849056606;0;0.65
"61642";2020-09-09;169.477;0.152884615384614;0;0.56
"61643";2020-09-09;169.722;0.124615384615384;0;0.62
"61644";2020-09-09;169.976;0.14568;0;0.62
"61645";2020-09-09;170.262;0.18;0;0.62
"61646";2020-09-09;170.507;0.122352941176468;0;0.56
"61647";2020-09-09;170.741;0.234196078431384;0;0.59
"61648";2020-09-09;170.996;0.135803921568616;0;0.49
"61649";2020-09-09;171.261;0.147529411764704;0;0.77
"61650";2020-09-09;171.516;0.122470588235296;0;0.49
"61651";2020-09-09;171.781;0.12;0;0.59
"61652";2020-09-09;172.057;0.15;0;0.49
"61653";2020-09-09;172.291;0.413781818181823;0;0.46
"61654";2020-09-09;172.546;0.31733333333334;0;0.52
"61655";2020-09-09;172.791;0.154000000000009;0;0.49
"61656";2020-09-09;173.046;0.13176923076923;0;0.46
"61657";2020-09-09;173.311;0.147057692307693;0;0.46
"61658";2020-09-09;173.576;0.180633946830265;0;0.52
"61659";2020-09-09;173.821;0.215705521472393;0;0.59
"61660";2020-09-09;174.076;0.16491525423729;0;0.56
"61661";2020-09-09;174.341;0.100037664783427;0;0.49
"61662";2020-09-09;174.596;0.102865731462926;0;0.59
"61663";2020-09-09;174.881;0.12;0;0.59
"61664";2020-09-09;175.136;0.18;0;0.52
"61665";2020-09-09;175.412;0.151294117647058;0;0.52
"61666";2020-09-09;175.605;0.173999999999998;0;0.65
"61667";2020-09-09;175.891;0.28551020408163;0;0.59
"61668";2020-09-09;176.136;0.395510204081637;0;0.52
"61669";2020-09-09;176.38;0.262352941176478;0;0.56
"61670";2020-09-09;176.656;0.153773584905657;0;0.56
"61671";2020-09-09;176.88;0.15;0;0.59
"61672";2020-09-09;177.145;0.206528301886795;0;0.59
"61673";2020-09-09;177.41;0.178846153846155;0;0.46
"61674";2020-09-09;177.655;0.0924599999999998;0;0.49
"61675";2020-09-09;177.91;0.10776;0;0.74
"61676";2020-09-09;178.195;0.111473684210527;0;0.56
"61677";2020-09-09;178.46;0.0935882352941181;0;0.46
"61678";2020-09-09;178.695;0.107411764705882;0;0.4
"61679";2020-09-09;178.93;0.118739999999999;0;0.43
"61680";2020-09-09;179.205;0.102239999999999;0;0.46
"61681";2020-09-09;179.46;0.09;0;0.4
"61682";2020-09-09;179.715;0.09;0;0.46
"61683";2020-09-09;179.959;0.0955434782608711;0;0.56
"61684";2020-09-09;180.235;0.12;0;0.46
"61685";2020-09-09;180.48;0.12;0;0.49
"61686";2020-09-09;180.734;0.12;0;0.62
"61687";2020-09-09;180.979;0.119386503067483;0;0.4
"61688";2020-09-09;181.255;0.102453987730061;0;0.59
"61689";2020-09-09;181.499;0.0946240601503757;0;0.34
"61690";2020-09-09;181.775;0.116871165644171;0;0.37
"61691";2020-09-09;182.04;0.100613496932515;0;0.37
"61692";2020-09-09;182.264;0.095563636363638;0;0.37
"61693";2020-09-09;182.539;0.12;0;0.4
"61694";2020-09-09;182.784;0.12;0;0.49
"61695";2020-09-09;183.029;0.115358490566038;0;0.43
"61696";2020-09-09;183.314;0.09;0;0.43
"61697";2020-09-09;183.549;0.0992830188679243;0;0.49
"61698";2020-09-09;183.804;0.146490566037735;0;0.46
"61699";2020-09-09;184.079;0.117489795918367;0;0.46
"61700";2020-09-09;184.314;0.103102040816327;0;0.46
"61701";2020-09-09;184.569;0.09;0;0.56
"61702";2020-09-09;184.834;0.0918235294117651;0;0.65
"61703";2020-09-09;185.078;0.106176470588236;0;0.52
"61704";2020-09-09;185.344;0.12;0;0.43
"61705";2020-09-09;185.588;0.12;0;0.49
"61706";2020-09-09;185.853;0.117692307692307;0;0.46
"61707";2020-09-09;186.108;0.102980769230769;0;0.52
"61708";2020-09-09;186.404;0.09;0;0.46
"61709";2020-09-09;186.649;0.09;0;0.46
"61710";2020-09-09;186.904;0.0983108108108104;0;0.52
"61711";2020-09-09;187.138;0.12;0;0.56
"61712";2020-09-09;187.393;0.12;0;0.52
"61713";2020-09-09;187.638;0.119373695198329;0;0.62
"61714";2020-09-09;187.893;0.103402922755741;0;0.77
"61715";2020-09-09;188.168;0.09;0;0.49
"61716";2020-09-09;188.403;0.0912599999999992;0;0.46
"61717";2020-09-09;188.668;0.10716;0;0.52
"61718";2020-09-09;188.923;0.115176470588236;0;0.46
"61719";2020-09-09;189.178;0.09;0;0.43
"61720";2020-09-09;189.443;0.09;0;0.52
"61721";2020-09-09;189.698;0.0918979591836738;0;0.43
"61722";2020-09-09;189.942;0.106836734693878;0;0.49
"61723";2020-09-09;190.208;0.12;0;0.43
"61724";2020-09-09;190.463;0.12;0;0.43
"61725";2020-09-09;190.717;0.116603773584905;0;0.43
"61726";2020-09-09;190.993;0.09;0;0.46
"61727";2020-09-09;191.248;0.09;0;0.49
"61728";2020-09-09;191.492;0.09;0;0.43
"61729";2020-09-09;191.758;0.0924649298597193;0;0.56
"61730";2020-09-09;192.013;0.107795591182364;0;0.43
"61731";2020-09-09;192.247;0.12;0;0.46
"61732";2020-09-09;192.512;0.12;0;0.49
"61733";2020-09-09;192.777;0.12;0;0.46
"61734";2020-09-09;193.022;0.12;0;0.59
"61735";2020-09-09;193.277;0.12;0;0.49
"61736";2020-09-09;193.532;0.114831081081079;0;0.56
"61737";2020-09-09;193.807;0.09;0;0.43
"61738";2020-09-09;194.062;0.0935433070866144;0;0.56
"61739";2020-09-09;194.297;0.12;0;0.49
"61740";2020-09-09;194.562;0.12;0;0.46
"61741";2020-09-09;194.817;0.113999999999998;0;0.65
"61742";2020-09-09;195.082;0.09;0;0.49
"61743";2020-09-09;195.337;0.0971764705882329;0;0.46
"61744";2020-09-09;195.582;0.113976377952757;0;0.59
"61745";2020-09-09;195.836;0.09;0;0.49
"61746";2020-09-09;196.091;0.0945283018867945;0;0.56
"61747";2020-09-09;196.357;0.12;0;0.71
"61748";2020-09-09;196.601;0.118196392785571;0;0.49
"61749";2020-09-09;196.856;0.102865731462926;0;0.46
"61750";2020-09-09;197.111;0.0948235294117644;0;0.46
"61751";2020-09-09;197.376;0.12;0;0.59
"61752";2020-09-09;197.631;0.12;0;0.46
"61753";2020-09-09;197.896;0.12;0;0.46
"61754";2020-09-09;198.141;0.12;0;0.43
"61755";2020-09-09;198.396;0.12;0;0.52
"61756";2020-09-09;198.651;0.118687499999999;0;0.46
"61757";2020-09-09;198.896;0.103375000000001;0;0.43
"61758";2020-09-09;199.171;0.0964210526315768;0;0.49
"61759";2020-09-09;199.446;0.12;0;0.46
"61760";2020-09-09;199.681;0.12;0;0.43
"61761";2020-09-09;199.936;0.12;0;0.46
"61762";2020-09-09;200.18;0.11424812030075;0;0.46
"61763";2020-09-09;200.435;0.0923076923076919;0;0.49
"61764";2020-09-09;200.701;0.107653846153846;0;0.62
"61765";2020-09-09;200.945;0.12;0;0.43
"61766";2020-09-09;201.221;0.12;0;0.43
"61767";2020-09-09;201.465;0.12;0;0.49
"61768";2020-09-09;201.73;0.12;0;0.43
"61769";2020-09-09;202.006;0.12;0;0.56
"61770";2020-09-09;202.23;0.12;0;1.14
"61771";2020-09-09;202.485;0.119398797595189;0;0.46
"61772";2020-09-09;202.75;0.103466933867735;0;0.46
"61773";2020-09-09;203.005;0.0934962406015042;0;0.4
"61774";2020-09-09;203.28;0.12;0;0.4
"61775";2020-09-09;203.505;0.12;0;0.43
"61776";2020-09-09;203.77;0.11635294117647;0;0.37
"61777";2020-09-09;204.045;0.095543478260868;0;0.43
"61778";2020-09-09;204.3;0.118269230769231;0;0.46
"61779";2020-09-09;204.535;0.104711538461539;0;0.43
"61780";2020-09-09;204.8;0.0906134969325165;0;0.43
"61781";2020-09-09;205.075;0.107484662576687;0;0.43
"61782";2020-09-09;205.32;0.12;0;0.37
"61783";2020-09-09;205.565;0.12;0;0.4
"61784";2020-09-09;205.819;0.12;0;0.52
"61785";2020-09-09;206.105;0.12;0;0.4
"61786";2020-09-09;206.35;0.125999999999999;0;0.43
"61787";2020-09-09;206.584;0.146727272727273;0;0.43
"61788";2020-09-09;206.849;0.12;0;0.4
"61789";2020-09-09;207.094;0.12;0;0.4
"61790";2020-09-09;207.369;0.12;0;0.4
"61791";2020-09-09;207.614;0.12;0;0.43
"61792";2020-09-09;207.869;0.12;0;0.37
"61793";2020-09-09;208.114;0.12;0;0.49
"61794";2020-09-09;208.379;0.12;0;0.43
"61795";2020-09-09;208.634;0.12;0;0.4
"61796";2020-09-09;208.899;0.12;0;0.43
"61797";2020-09-09;209.154;0.12;0;0.37
"61798";2020-09-09;209.409;0.12;0;0.4
"61799";2020-09-09;209.664;0.12;0;0.46
"61800";2020-09-09;209.909;0.12;0;0.4
"61801";2020-09-09;210.174;0.12;0;0.34
"61802";2020-09-09;210.418;0.1188679245283;0;0.46
"61803";2020-09-09;210.673;0.09;0;0.4
"61804";2020-09-09;210.928;0.09;0;0.43
"61805";2020-09-09;211.193;0.12;0;0.46
"61806";2020-09-09;211.459;0.12;0;0.34
"61807";2020-09-09;211.724;0.12;0;0.4
"61808";2020-09-09;211.958;0.12;0;0.37
"61809";2020-09-09;212.213;0.12;0;0.37
"61810";2020-09-09;212.488;0.12;0;0.4
"61811";2020-09-09;212.733;0.12;0;0.65
"61812";2020-09-09;212.998;0.12;0;0.37
"61813";2020-09-09;213.253;0.12122699386503;0;0.4
"61814";2020-09-09;213.498;0.136257668711655;0;0.34
"61815";2020-09-09;213.763;0.15;0;0.4
"61816";2020-09-09;214.028;0.14754;0;0.37
"61817";2020-09-09;214.273;0.13284;0;0.4
"61818";2020-09-09;214.518;0.12;0;0.4
"61819";2020-09-09;214.803;0.12;0;0.52
"61820";2020-09-09;215.048;0.12;0;0.34
"61821";2020-09-09;215.282;0.12;0;0.34
"61822";2020-09-09;215.548;0.12;0;0.31
"61823";2020-09-09;215.802;0.12;0;0.34
"61824";2020-09-09;216.047;0.12;0;0.4
"61825";2020-09-09;216.333;0.12;0;0.43
"61826";2020-09-09;216.557;0.12;0;0.37
"61827";2020-09-09;216.822;0.12;0;0.59
"61828";2020-09-09;217.077;0.12;0;0.4
"61829";2020-09-09;217.363;0.12;0;0.34
"61830";2020-09-09;217.597;0.12;0;0.34
"61831";2020-09-09;217.852;0.12;0;0.46
"61832";2020-09-09;218.107;0.12;0;0.46
"61833";2020-09-09;218.362;0.12;0;0.37
"61834";2020-09-09;218.607;0.12;0;0.43
"61835";2020-09-09;218.872;0.12;0;0.43
"61836";2020-09-09;219.157;0.12;0;0.31
"61837";2020-09-09;219.412;0.12;0;0.43
"61838";2020-09-09;219.657;0.12;0;0.4
"61839";2020-09-09;219.892;0.12;0;0.8
"61840";2020-09-09;220.146;0.12;0;0.4
"61841";2020-09-09;220.391;0.12;0;0.34
"61842";2020-09-09;220.656;0.12;0;0.43
