"";"date";"profondeur";"Chl_a"
"31874";2018-11-12;28.603;0.25
"31875";2018-11-12;29.103;0.28
"31876";2018-11-12;29.368;0.18
"31877";2018-11-12;29.867;0.25
"32648";2018-11-28;0.173;1.64
"32649";2018-11-28;0.693;1.82
"32650";2018-11-28;1.183;3.58
"32651";2018-11-28;1.448;4.75
"32652";2018-11-28;1.703;4.57
"32653";2018-11-28;1.988;4.66
"32654";2018-11-28;2.498;5.09
"32655";2018-11-28;2.998;5.15
"32656";2018-11-28;3.253;4.23
"32657";2018-11-28;3.763;5.03
"32658";2018-11-28;4.283;4.88
"32659";2018-11-28;4.538;4.66
"32660";2018-11-28;5.048;4.48
"32661";2018-11-28;5.323;4.88
"32662";2018-11-28;5.802;5
"32663";2018-11-28;6.067;5.56
"32664";2018-11-28;6.577;5
"32665";2018-11-28;6.832;4.78
"32666";2018-11-28;7.087;4.94
"32667";2018-11-28;7.607;5.19
"32668";2018-11-28;8.107;4.91
"32669";2018-11-28;8.606;4.11
"32670";2018-11-28;8.861;3.86
"32671";2018-11-28;9.116;5.37
"32672";2018-11-28;9.381;3.98
"32673";2018-11-28;9.636;3.43
"32674";2018-11-28;9.891;3.49
"32675";2018-11-28;10.156;3.27
"32676";2018-11-28;10.411;3.55
"32677";2018-11-28;10.666;2.5
"32678";2018-11-28;11.186;2.41
"32679";2018-11-28;11.686;2.25
"32680";2018-11-28;11.941;1.88
"32681";2018-11-28;12.196;1.91
"32682";2018-11-28;12.471;1.39
"32683";2018-11-28;12.726;1.36
"32684";2018-11-28;13.226;1.17
"32685";2018-11-28;13.511;1.42
"32686";2018-11-28;13.776;0.96
"32687";2018-11-28;14.256;1.17
"32688";2018-11-28;14.776;1.14
"32689";2018-11-28;15.275;1.02
"32690";2018-11-28;15.551;0.96
"32691";2018-11-28;16.04;0.49
"32692";2018-11-28;16.54;0.56
"32693";2018-11-28;16.836;0.43
"32694";2018-11-28;17.305;0.37
"32695";2018-11-28;17.6;0.37
"32696";2018-11-28;18.08;0.25
"32697";2018-11-28;18.355;0.22
"32698";2018-11-28;18.62;0.22
"32699";2018-11-28;19.099;0.25
"32700";2018-11-28;19.63;0.46
"32701";2018-11-28;19.905;0.22
"32702";2018-11-28;20.415;0.18
"32703";2018-11-28;20.925;0.15
"32704";2018-11-28;21.424;0.15
"32705";2018-11-28;21.679;0.18
"32706";2018-11-28;22.189;0.18
"32707";2018-11-28;22.729;0.15
"32708";2018-11-28;23.199;0.18
"32709";2018-11-28;23.453;0.18
"32710";2018-11-28;23.953;0.22
"32711";2018-11-28;24.228;0.15
"32712";2018-11-28;24.718;0.22
"32713";2018-11-28;24.983;0.18
"32714";2018-11-28;25.493;0.12
"32715";2018-11-28;25.748;0.25
"32716";2018-11-28;26.003;0.12
"32717";2018-11-28;26.258;0.12
"32718";2018-11-28;26.533;0.15
"32719";2018-11-28;27.022;0.15
"32720";2018-11-28;27.298;0.12
"32721";2018-11-28;27.808;0.22
"32722";2018-11-28;28.338;0.15
"32723";2018-11-28;28.817;0.12
"32724";2018-11-28;29.092;0.18
"32725";2018-11-28;29.347;0.18
"32726";2018-11-28;29.602;0.15
"33485";2018-12-18;0.398;1.39
"33486";2018-12-18;0.897;1.39
"33487";2018-12-18;1.407;1.39
"33488";2018-12-18;1.662;1.36
"33489";2018-12-18;2.182;1.6
"33490";2018-12-18;2.661;1.64
"33491";2018-12-18;2.927;1.85
"33492";2018-12-18;3.182;1.67
"33493";2018-12-18;3.436;1.82
"33494";2018-12-18;3.702;1.6
"33495";2018-12-18;3.987;1.7
"33496";2018-12-18;4.466;1.82
"33497";2018-12-18;4.986;1.79
"33498";2018-12-18;5.272;1.85
"33499";2018-12-18;5.761;1.88
"33500";2018-12-18;6.037;2.31
"33501";2018-12-18;6.506;1.98
"33502";2018-12-18;6.791;1.88
"33503";2018-12-18;7.046;1.76
"33504";2018-12-18;7.536;1.73
"33505";2018-12-18;7.801;2.01
"33506";2018-12-18;8.097;1.82
"33507";2018-12-18;8.586;2.01
"33508";2018-12-18;9.096;2.31
"33509";2018-12-18;9.585;1.82
"33510";2018-12-18;10.126;2.19
"33511";2018-12-18;10.625;1.98
"33512";2018-12-18;10.88;2.41
"33513";2018-12-18;11.37;1.94
"33514";2018-12-18;11.645;2.19
"33515";2018-12-18;12.124;1.98
"33516";2018-12-18;12.39;2.19
"33517";2018-12-18;12.644;2.25
"33518";2018-12-18;12.899;2.62
"33519";2018-12-18;13.154;2.16
"33520";2018-12-18;13.419;2.07
"33521";2018-12-18;13.685;2.25
"33522";2018-12-18;14.194;2.1
"33523";2018-12-18;14.694;2.01
"33524";2018-12-18;14.949;2.04
"33525";2018-12-18;15.214;2.01
"33526";2018-12-18;15.469;2.5
"33527";2018-12-18;15.989;1.88
"33528";2018-12-18;16.244;1.73
"33529";2018-12-18;16.734;1.94
"33530";2018-12-18;17.019;1.88
"33531";2018-12-18;17.519;1.82
"33532";2018-12-18;18.029;1.98
"33533";2018-12-18;18.528;1.98
"33534";2018-12-18;18.783;2.16
"33535";2018-12-18;19.058;2.16
"33536";2018-12-18;19.568;1.94
"33537";2018-12-18;20.078;1.91
"33538";2018-12-18;20.343;1.98
"33539";2018-12-18;20.833;2.13
"33540";2018-12-18;21.098;1.82
"33541";2018-12-18;21.598;2.07
"33542";2018-12-18;21.863;2.07
"33543";2018-12-18;22.118;1.88
"33544";2018-12-18;22.373;1.85
"33545";2018-12-18;22.638;1.98
"33546";2018-12-18;22.893;1.79
"33547";2018-12-18;23.402;1.85
"33548";2018-12-18;23.912;1.88
"33549";2018-12-18;24.167;2.01
"33550";2018-12-18;24.432;2.04
"33551";2018-12-18;24.932;1.94
"33552";2018-12-18;25.452;2.04
"33553";2018-12-18;25.962;2.22
"33554";2018-12-18;26.502;2.1
"33555";2018-12-18;26.971;1.91
"33556";2018-12-18;27.247;2.19
"33557";2018-12-18;27.767;1.98
"33558";2018-12-18;28.277;2.07
"33559";2018-12-18;28.756;2.04
"33560";2018-12-18;29.052;1.76
"33561";2018-12-18;29.541;2.5
"34319";2019-01-15;0.092;0.62
"34320";2019-01-15;0.387;0.74
"34321";2019-01-15;0.642;0.65
"34322";2019-01-15;0.897;0.71
"34323";2019-01-15;1.152;0.71
"34324";2019-01-15;1.428;0.83
"34325";2019-01-15;1.927;1.08
"34326";2019-01-15;2.182;1.02
"34327";2019-01-15;2.437;1.08
"34328";2019-01-15;2.957;1.48
"34329";2019-01-15;3.467;1.79
"34330";2019-01-15;3.967;1.73
"34331";2019-01-15;4.222;2.41
"34332";2019-01-15;4.487;2.04
"34333";2019-01-15;4.986;2.16
"34334";2019-01-15;5.241;2.31
"34335";2019-01-15;5.506;2.19
"34336";2019-01-15;5.782;2.01
"34337";2019-01-15;6.292;2.41
"34338";2019-01-15;6.547;2.38
"34339";2019-01-15;7.036;2.16
"34340";2019-01-15;7.301;2.28
"34341";2019-01-15;7.566;2.07
"34342";2019-01-15;8.066;2.19
"34343";2019-01-15;8.331;2.47
"34344";2019-01-15;8.586;2.38
"34345";2019-01-15;9.116;2.47
"34346";2019-01-15;9.606;2.38
"34347";2019-01-15;10.116;2.38
"34348";2019-01-15;10.381;2.44
"34349";2019-01-15;10.891;2.62
"34350";2019-01-15;11.4;2.31
"34351";2019-01-15;11.9;2.31
"34352";2019-01-15;12.42;2.99
"34353";2019-01-15;12.94;2.53
"34354";2019-01-15;13.44;2.25
"34355";2019-01-15;13.94;2.25
"34356";2019-01-15;14.205;2.47
"34357";2019-01-15;14.715;2.31
"34358";2019-01-15;14.98;2.41
"34359";2019-01-15;15.479;2.5
"34360";2019-01-15;15.744;2.38
"34361";2019-01-15;16.03;2.16
"34362";2019-01-15;16.509;2.44
"34363";2019-01-15;17.029;2.38
"34364";2019-01-15;17.294;2.07
"34365";2019-01-15;17.794;2.07
"34366";2019-01-15;18.059;2.19
"34367";2019-01-15;18.559;2.44
"34368";2019-01-15;18.824;2.13
"34369";2019-01-15;19.324;2.22
"34370";2019-01-15;19.833;2.87
"34371";2019-01-15;20.099;2.62
"34372";2019-01-15;20.364;2.35
"34373";2019-01-15;20.863;2.41
"34374";2019-01-15;21.363;2.31
"34375";2019-01-15;21.628;2.69
"34376";2019-01-15;21.883;2.44
"34377";2019-01-15;22.138;2.31
"34378";2019-01-15;22.413;2.69
"34379";2019-01-15;22.913;3.18
"34380";2019-01-15;23.413;2.69
"34381";2019-01-15;23.668;3.18
"34382";2019-01-15;23.923;2.13
"34383";2019-01-15;24.432;2.72
"34384";2019-01-15;24.687;2.31
"34385";2019-01-15;24.942;2.53
"34386";2019-01-15;25.207;2.47
"34387";2019-01-15;25.738;2.62
"34388";2019-01-15;26.217;2.9
"34389";2019-01-15;26.482;3.43
"34390";2019-01-15;26.737;2.56
"34391";2019-01-15;27.022;2.38
"34392";2019-01-15;27.532;2.72
"34393";2019-01-15;28.042;2.53
"34394";2019-01-15;28.532;3.43
"34395";2019-01-15;29.062;2.59
"34396";2019-01-15;29.551;3.4
"34397";2019-01-15;29.816;2.9
"35149";2019-02-14;0.306;0.28
"35150";2019-02-14;0.561;0.34
"35151";2019-02-14;0.826;0.34
"35152";2019-02-14;1.326;0.4
"35153";2019-02-14;1.581;0.37
"35154";2019-02-14;1.835;0.49
"35155";2019-02-14;2.366;0.65
"35156";2019-02-14;2.865;0.74
"35157";2019-02-14;3.365;0.93
"35158";2019-02-14;3.64;0.86
"35159";2019-02-14;4.13;1.05
"35160";2019-02-14;4.385;1.76
"35161";2019-02-14;4.64;0.83
"35162";2019-02-14;4.905;1.02
"35163";2019-02-14;5.16;0.8
"35164";2019-02-14;5.425;1.17
"35165";2019-02-14;5.945;1.2
"35166";2019-02-14;6.434;1.23
"35167";2019-02-14;6.689;1.14
"35168";2019-02-14;6.954;1.42
"35169";2019-02-14;7.209;1.17
"35170";2019-02-14;7.464;1.67
"35171";2019-02-14;7.974;1.51
"35172";2019-02-14;8.484;1.88
"35173";2019-02-14;8.739;1.48
"35174";2019-02-14;8.994;1.33
"35175";2019-02-14;9.249;2.25
"35176";2019-02-14;9.504;1.51
"35177";2019-02-14;9.759;1.6
"35178";2019-02-14;10.014;1.73
"35179";2019-02-14;10.269;2.19
"35180";2019-02-14;10.544;2.01
"35181";2019-02-14;10.799;2.04
"35182";2019-02-14;11.054;1.94
"35183";2019-02-14;11.553;1.82
"35184";2019-02-14;11.808;2.1
"35185";2019-02-14;12.063;1.98
"35186";2019-02-14;12.318;2.1
"35187";2019-02-14;12.573;2.1
"35188";2019-02-14;12.828;3.12
"35189";2019-02-14;13.093;2.19
"35190";2019-02-14;13.593;1.94
"35191";2019-02-14;13.868;2.07
"35192";2019-02-14;14.378;2.25
"35193";2019-02-14;14.898;2.16
"35194";2019-02-14;15.398;1.91
"35195";2019-02-14;15.908;2.16
"35196";2019-02-14;16.162;2.87
"35197";2019-02-14;16.438;2.22
"35198";2019-02-14;16.927;2.1
"35199";2019-02-14;17.437;2.1
"35200";2019-02-14;17.957;2.16
"35201";2019-02-14;18.467;2.19
"35202";2019-02-14;18.722;2.65
"35203";2019-02-14;18.977;1.85
"35204";2019-02-14;19.487;2.75
"35205";2019-02-14;19.742;1.76
"35206";2019-02-14;20.017;1.88
"35207";2019-02-14;20.517;2.04
"35208";2019-02-14;20.772;2.13
"35209";2019-02-14;21.037;2.38
"35210";2019-02-14;21.526;2.1
"35211";2019-02-14;21.781;2.87
"35212";2019-02-14;22.046;2.1
"35213";2019-02-14;22.311;2.1
"35214";2019-02-14;22.801;2.72
"35215";2019-02-14;23.056;2.13
"35216";2019-02-14;23.321;2.19
"35217";2019-02-14;23.831;2.16
"35218";2019-02-14;24.086;2.31
"35219";2019-02-14;24.341;2.87
"35220";2019-02-14;24.606;2.65
"35221";2019-02-14;24.871;2.19
"35222";2019-02-14;25.371;2.35
"35223";2019-02-14;25.88;2.1
"35224";2019-02-14;26.39;2.16
"35225";2019-02-14;26.645;2.01
"35226";2019-02-14;26.9;2.01
"35227";2019-02-14;27.155;2.47
"35228";2019-02-14;27.43;2.04
"35229";2019-02-14;27.93;2.47
"35230";2019-02-14;28.185;2.04
"35231";2019-02-14;28.44;2.38
"35232";2019-02-14;28.695;2.13
"35233";2019-02-14;28.95;1.98
"35234";2019-02-14;29.205;3.12
"35235";2019-02-14;29.47;2.19
"35236";2019-02-14;29.969;2.19
"35993";2019-03-06;0.122;1.23
"35994";2019-03-06;0.398;1.39
"35995";2019-03-06;0.897;1.91
"35996";2019-03-06;1.162;2.81
"35997";2019-03-06;1.417;3.83
"35998";2019-03-06;1.917;4.48
"35999";2019-03-06;2.182;3.95
"36000";2019-03-06;2.437;3.49
"36001";2019-03-06;2.937;4.17
"36002";2019-03-06;3.192;4.48
"36003";2019-03-06;3.447;4.32
"36004";2019-03-06;3.722;4.44
"36005";2019-03-06;3.987;4.78
"36006";2019-03-06;4.487;5.53
"36007";2019-03-06;4.742;5.65
"36008";2019-03-06;5.252;6.51
"36009";2019-03-06;5.751;6.57
"36010";2019-03-06;6.006;6.79
"36011";2019-03-06;6.271;7.16
"36012";2019-03-06;6.791;7.19
"36013";2019-03-06;7.311;7.75
"36014";2019-03-06;7.831;8.37
"36015";2019-03-06;8.311;8.37
"36016";2019-03-06;8.566;7.9
"36017";2019-03-06;8.831;8.37
"36018";2019-03-06;9.351;8.18
"36019";2019-03-06;9.85;7.72
"36020";2019-03-06;10.36;7.25
"36021";2019-03-06;10.625;8.21
"36022";2019-03-06;10.88;7.66
"36023";2019-03-06;11.145;8.12
"36024";2019-03-06;11.635;7.53
"36025";2019-03-06;11.89;8.4
"36026";2019-03-06;12.145;7.69
"36027";2019-03-06;12.4;7.87
"36028";2019-03-06;12.665;8.55
"36029";2019-03-06;13.175;8.8
"36030";2019-03-06;13.43;7.9
"36031";2019-03-06;13.695;8.33
"36032";2019-03-06;14.194;8.46
"36033";2019-03-06;14.449;8.24
"36034";2019-03-06;14.725;7.96
"36035";2019-03-06;15.214;8.06
"36036";2019-03-06;15.489;7.75
"36037";2019-03-06;15.989;8.98
"36038";2019-03-06;16.254;7.87
"36039";2019-03-06;16.764;7.93
"36040";2019-03-06;17.019;7.99
"36041";2019-03-06;17.284;7.84
"36042";2019-03-06;17.774;7.53
"36043";2019-03-06;18.039;7.59
"36044";2019-03-06;18.549;8.52
"36045";2019-03-06;18.804;7.62
"36046";2019-03-06;19.324;7.62
"36047";2019-03-06;19.844;7.66
"36048";2019-03-06;20.333;7.87
"36049";2019-03-06;20.588;8.12
"36050";2019-03-06;20.853;8.83
"36051";2019-03-06;21.139;7.53
"36052";2019-03-06;21.608;8.4
"36053";2019-03-06;21.893;8.18
"36054";2019-03-06;22.393;7.47
"36055";2019-03-06;22.903;7.66
"36056";2019-03-06;23.402;7.04
"36057";2019-03-06;23.678;7.44
"36058";2019-03-06;23.933;6.57
"36059";2019-03-06;24.422;7.13
"36060";2019-03-06;24.687;6.54
"36061";2019-03-06;25.207;7.04
"36062";2019-03-06;25.707;7.1
"36063";2019-03-06;25.962;6.7
"36064";2019-03-06;26.217;7.16
"36065";2019-03-06;26.502;6.67
"36066";2019-03-06;26.992;6.7
"36067";2019-03-06;27.257;6.85
"36068";2019-03-06;27.757;6.7
"36069";2019-03-06;28.277;6.33
"36070";2019-03-06;28.776;6.82
"36071";2019-03-06;29.031;6.11
"36072";2019-03-06;29.296;5.99
"36073";2019-03-06;29.562;6.79
"36074";2019-03-06;29.827;6.57
"36838";2019-03-21;0.173;0.46
"36839";2019-03-21;0.428;0.43
"36840";2019-03-21;0.693;0.49
"36841";2019-03-21;1.183;0.62
"36842";2019-03-21;1.458;0.59
"36843";2019-03-21;1.978;0.74
"36844";2019-03-21;2.468;1.05
"36845";2019-03-21;2.723;1.45
"36846";2019-03-21;2.978;2.28
"36847";2019-03-21;3.243;1.98
"36848";2019-03-21;3.508;1.79
"36849";2019-03-21;3.763;1.98
"36850";2019-03-21;4.273;1.85
"36851";2019-03-21;4.762;1.64
"36852";2019-03-21;5.027;1.88
"36853";2019-03-21;5.282;1.79
"36854";2019-03-21;5.547;1.82
"36855";2019-03-21;6.047;1.98
"36856";2019-03-21;6.302;2.19
"36857";2019-03-21;6.577;2.19
"36858";2019-03-21;6.832;2.72
"36859";2019-03-21;7.322;2.87
"36860";2019-03-21;7.587;3.09
"36861";2019-03-21;7.862;2.93
"36862";2019-03-21;8.117;3.21
"36863";2019-03-21;8.627;3.55
"36864";2019-03-21;9.116;3.95
"36865";2019-03-21;9.371;3.95
"36866";2019-03-21;9.647;4.17
"36867";2019-03-21;10.156;4.04
"36868";2019-03-21;10.656;4.72
"36869";2019-03-21;10.911;4.66
"36870";2019-03-21;11.186;4.69
"36871";2019-03-21;11.676;4.66
"36872";2019-03-21;11.931;5.09
"36873";2019-03-21;12.186;4.82
"36874";2019-03-21;12.471;4.63
"36875";2019-03-21;12.95;4.51
"36876";2019-03-21;13.205;4.44
"36877";2019-03-21;13.47;4.57
"36878";2019-03-21;13.991;4.82
"36879";2019-03-21;14.245;5.46
"36880";2019-03-21;14.5;4.48
"36881";2019-03-21;14.755;4.88
"36882";2019-03-21;15.275;4.6
"36883";2019-03-21;15.765;5.43
"36884";2019-03-21;16.03;4.97
"36885";2019-03-21;16.285;5.86
"36886";2019-03-21;16.54;5.43
"36887";2019-03-21;16.795;4.72
"36888";2019-03-21;17.05;5.37
"36889";2019-03-21;17.305;5.25
"36890";2019-03-21;17.57;4.66
"36891";2019-03-21;17.825;5.28
"36892";2019-03-21;18.1;5.28
"36893";2019-03-21;18.589;4.94
"36894";2019-03-21;18.855;4.88
"36895";2019-03-21;19.385;5.09
"36896";2019-03-21;19.864;4.88
"36897";2019-03-21;20.129;4.63
"36898";2019-03-21;20.394;5.03
"36899";2019-03-21;20.649;5.09
"36900";2019-03-21;21.149;6.08
"36901";2019-03-21;21.679;4.85
"36902";2019-03-21;21.934;5.86
"36903";2019-03-21;22.424;5.03
"36904";2019-03-21;22.689;4.82
"36905";2019-03-21;23.178;4.91
"36906";2019-03-21;23.443;4.82
"36907";2019-03-21;23.698;5
"36908";2019-03-21;23.974;5.25
"36909";2019-03-21;24.463;4.69
"36910";2019-03-21;24.728;4.94
"36911";2019-03-21;24.993;5.4
"36912";2019-03-21;25.493;4.32
"36913";2019-03-21;26.023;4.69
"36914";2019-03-21;26.513;5.19
"36915";2019-03-21;26.768;4.54
"36916";2019-03-21;27.033;4.6
"36917";2019-03-21;27.543;7.01
"36918";2019-03-21;28.052;4.63
"36919";2019-03-21;28.307;6.11
"36920";2019-03-21;28.583;6.76
"36921";2019-03-21;29.082;4.6
"36922";2019-03-21;29.582;5.43
"36923";2019-03-21;29.837;6.14
"37697";2019-04-01;0.337;0.4
"37698";2019-04-01;0.846;0.46
"37699";2019-04-01;1.336;0.56
"37700";2019-04-01;1.601;0.68
"37701";2019-04-01;2.131;0.99
"37702";2019-04-01;2.386;1.39
"37703";2019-04-01;2.876;2.38
"37704";2019-04-01;3.141;3.83
"37705";2019-04-01;3.651;6.45
"37706";2019-04-01;3.916;5.53
"37707";2019-04-01;4.405;4.57
"37708";2019-04-01;4.68;3.8
"37709";2019-04-01;5.201;3.95
"37710";2019-04-01;5.69;4.32
"37711";2019-04-01;5.945;4.26
"37712";2019-04-01;6.2;3.86
"37713";2019-04-01;6.475;4.23
"37714";2019-04-01;6.965;4.04
"37715";2019-04-01;7.24;4.17
"37716";2019-04-01;7.75;4.51
"37717";2019-04-01;8.26;4.32
"37718";2019-04-01;8.525;4.97
"37719";2019-04-01;9.014;4.54
"37720";2019-04-01;9.269;4.82
"37721";2019-04-01;9.534;5.12
"37722";2019-04-01;9.789;5.65
"37723";2019-04-01;10.309;4.6
"37724";2019-04-01;10.809;4.72
"37725";2019-04-01;11.074;5.09
"37726";2019-04-01;11.329;4.88
"37727";2019-04-01;11.594;4.69
"37728";2019-04-01;12.094;5.56
"37729";2019-04-01;12.349;5.12
"37730";2019-04-01;12.604;4.94
"37731";2019-04-01;12.869;4.54
"37732";2019-04-01;13.389;4.94
"37733";2019-04-01;13.889;6.27
"37734";2019-04-01;14.143;5.06
"37735";2019-04-01;14.643;5.74
"37736";2019-04-01;14.908;5.86
"37737";2019-04-01;15.408;5.96
"37738";2019-04-01;15.673;7.9
"37739";2019-04-01;15.928;6.39
"37740";2019-04-01;16.183;5.9
"37741";2019-04-01;16.693;5.96
"37742";2019-04-01;17.203;5.77
"37743";2019-04-01;17.458;5.93
"37744";2019-04-01;17.723;6.67
"37745";2019-04-01;17.978;5.77
"37746";2019-04-01;18.477;6.05
"37747";2019-04-01;18.753;7.66
"37748";2019-04-01;19.262;5.77
"37749";2019-04-01;19.772;5.86
"37750";2019-04-01;20.272;5.68
"37751";2019-04-01;20.527;5.8
"37752";2019-04-01;20.782;6.85
"37753";2019-04-01;21.047;6.36
"37754";2019-04-01;21.302;5.99
"37755";2019-04-01;21.812;5.28
"37756";2019-04-01;22.342;4.94
"37757";2019-04-01;22.831;5.12
"37758";2019-04-01;23.097;6.17
"37759";2019-04-01;23.351;4.91
"37760";2019-04-01;23.617;4.54
"37761";2019-04-01;24.116;5.62
"37762";2019-04-01;24.636;5.37
"37763";2019-04-01;25.156;3.98
"37764";2019-04-01;25.666;5.06
"37765";2019-04-01;26.156;6.73
"37766";2019-04-01;26.421;5.65
"37767";2019-04-01;26.921;5.43
"37768";2019-04-01;27.186;5.37
"37769";2019-04-01;27.695;5.46
"37770";2019-04-01;27.95;7.66
"37771";2019-04-01;28.205;5.65
"37772";2019-04-01;28.46;6.39
"37773";2019-04-01;28.725;7.01
"37774";2019-04-01;29.225;6.17
"37775";2019-04-01;29.49;4.66
"37776";2019-04-01;29.745;4.97
"38541";2019-04-23;0.296;0.43
"38542";2019-04-23;0.561;0.52
"38543";2019-04-23;0.816;0.59
"38544";2019-04-23;1.081;0.74
"38545";2019-04-23;1.336;0.96
"38546";2019-04-23;1.835;1.3
"38547";2019-04-23;2.09;1.54
"38548";2019-04-23;2.366;1.73
"38549";2019-04-23;2.855;2.16
"38550";2019-04-23;3.11;2.38
"38551";2019-04-23;3.365;2.44
"38552";2019-04-23;3.63;2.59
"38553";2019-04-23;4.13;2.84
"38554";2019-04-23;4.385;3.09
"38555";2019-04-23;4.65;3.09
"38556";2019-04-23;4.915;3.24
"38557";2019-04-23;5.17;3.49
"38558";2019-04-23;5.659;4.07
"38559";2019-04-23;5.945;4.44
"38560";2019-04-23;6.434;5.22
"38561";2019-04-23;6.7;5.65
"38562";2019-04-23;6.954;6.45
"38563";2019-04-23;7.22;7.78
"38564";2019-04-23;7.709;9.38
"38565";2019-04-23;7.984;11.08
"38566";2019-04-23;8.484;11.98
"38567";2019-04-23;8.739;12.16
"38568";2019-04-23;9.014;13.33
"38569";2019-04-23;9.514;14.17
"38570";2019-04-23;9.769;14.32
"38571";2019-04-23;10.279;14.82
"38572";2019-04-23;10.544;14.88
"38573";2019-04-23;10.809;15.13
"38574";2019-04-23;11.298;15.93
"38575";2019-04-23;11.553;14.01
"38576";2019-04-23;11.808;14.11
"38577";2019-04-23;12.063;13.21
"38578";2019-04-23;12.328;13.09
"38579";2019-04-23;12.593;12.69
"38580";2019-04-23;13.093;12.19
"38581";2019-04-23;13.593;12.04
"38582";2019-04-23;13.848;11.58
"38583";2019-04-23;14.103;13.09
"38584";2019-04-23;14.368;11.76
"38585";2019-04-23;14.898;11.05
"38586";2019-04-23;15.388;10
"38587";2019-04-23;15.653;10.12
"38588";2019-04-23;15.908;9.97
"38589";2019-04-23;16.428;10.06
"38590";2019-04-23;16.927;9.45
"38591";2019-04-23;17.182;9.75
"38592";2019-04-23;17.437;9.29
"38593";2019-04-23;17.712;9.32
"38594";2019-04-23;18.202;8.7
"38595";2019-04-23;18.487;8.89
"38596";2019-04-23;18.977;9.04
"38597";2019-04-23;19.232;9.08
"38598";2019-04-23;19.487;8.58
"38599";2019-04-23;19.752;8.86
"38600";2019-04-23;20.007;8.21
"38601";2019-04-23;20.262;7.59
"38602";2019-04-23;20.517;8.61
"38603";2019-04-23;21.016;7.9
"38604";2019-04-23;21.281;8.06
"38605";2019-04-23;21.781;7.44
"38606";2019-04-23;22.046;7.41
"38607";2019-04-23;22.301;7.22
"38608";2019-04-23;22.566;7.87
"38609";2019-04-23;23.086;7.28
"38610";2019-04-23;23.566;7.01
"38611";2019-04-23;23.841;7.16
"38612";2019-04-23;24.351;7.22
"38613";2019-04-23;24.616;6.98
"38614";2019-04-23;25.126;6.54
"38615";2019-04-23;25.615;6.61
"38616";2019-04-23;25.88;6.17
"38617";2019-04-23;26.146;6.08
"38618";2019-04-23;26.411;6.27
"38619";2019-04-23;26.9;6.42
"38620";2019-04-23;27.165;5.74
"38621";2019-04-23;27.43;5.9
"38622";2019-04-23;27.95;5.46
"38623";2019-04-23;28.45;5.71
"38624";2019-04-23;28.96;5.56
"38625";2019-04-23;29.46;6.02
"38626";2019-04-23;29.715;5.8
"38627";2019-04-23;29.98;6.54
"39388";2019-05-20;0.337;3.8
"39389";2019-05-20;0.836;4.17
"39390";2019-05-20;1.091;4.54
"39391";2019-05-20;1.366;4.69
"39392";2019-05-20;1.856;4.82
"39393";2019-05-20;2.121;5.19
"39394";2019-05-20;2.621;5.28
"39395";2019-05-20;2.876;5.34
"39396";2019-05-20;3.141;5.25
"39397";2019-05-20;3.64;5.15
"39398";2019-05-20;3.906;5.37
"39399";2019-05-20;4.171;5.19
"39400";2019-05-20;4.67;5.4
"39401";2019-05-20;5.18;5.74
"39402";2019-05-20;5.445;5.43
"39403";2019-05-20;5.7;5.9
"39404";2019-05-20;5.955;5.12
"39405";2019-05-20;6.22;4.72
"39406";2019-05-20;6.71;4.57
"39407";2019-05-20;6.985;4.48
"39408";2019-05-20;7.24;3.92
"39409";2019-05-20;7.505;4.54
"39410";2019-05-20;8.005;4.26
"39411";2019-05-20;8.504;3.83
"39412";2019-05-20;8.759;3.7
"39413";2019-05-20;9.014;4.2
"39414";2019-05-20;9.279;3.73
"39415";2019-05-20;9.534;3.77
"39416";2019-05-20;9.789;4.01
"39417";2019-05-20;10.32;3.73
"39418";2019-05-20;10.809;3.73
"39419";2019-05-20;11.064;3.95
"39420";2019-05-20;11.319;4.14
"39421";2019-05-20;11.594;4.26
"39422";2019-05-20;12.084;3.67
"39423";2019-05-20;12.339;3.55
"39424";2019-05-20;12.614;3.95
"39425";2019-05-20;12.869;4.11
"39426";2019-05-20;13.358;3.67
"39427";2019-05-20;13.623;3.4
"39428";2019-05-20;14.133;3.89
"39429";2019-05-20;14.643;3.09
"39430";2019-05-20;14.898;2.99
"39431";2019-05-20;15.153;2.69
"39432";2019-05-20;15.408;2.59
"39433";2019-05-20;15.673;2.53
"39434";2019-05-20;15.928;2.59
"39435";2019-05-20;16.183;3.02
"39436";2019-05-20;16.703;2.72
"39437";2019-05-20;17.203;2.9
"39438";2019-05-20;17.458;2.72
"39439";2019-05-20;17.733;2.9
"39440";2019-05-20;18.243;2.72
"39441";2019-05-20;18.742;3.24
"39442";2019-05-20;19.008;3.64
"39443";2019-05-20;19.262;3.55
"39444";2019-05-20;19.782;3.77
"39445";2019-05-20;20.282;3.83
"39446";2019-05-20;20.537;3.67
"39447";2019-05-20;20.792;3.61
"39448";2019-05-20;21.047;2.9
"39449";2019-05-20;21.302;2.35
"39450";2019-05-20;21.812;2.41
"39451";2019-05-20;22.332;2.01
"39452";2019-05-20;22.587;2.44
"39453";2019-05-20;22.842;1.91
"39454";2019-05-20;23.331;2.07
"39455";2019-05-20;23.606;1.91
"39456";2019-05-20;24.116;2.04
"39457";2019-05-20;24.381;1.85
"39458";2019-05-20;24.881;1.79
"39459";2019-05-20;25.136;1.76
"39460";2019-05-20;25.401;1.94
"39461";2019-05-20;25.666;1.88
